# Athena++ data at time=0.000000e+00  cycle=0  variables=hydro.prim 
# i       x1v         hydro.prim.rho          hydro.prim.util_u_1          hydro.prim.util_u_2          hydro.prim.util_u_3          hydro.prim.p      
0342 4.0283203125 0.000843748789843141588 0 0 0 4.99921973088604378e-05
0343 4.0771484375 0.000833747437913032576 0 0 0 4.81543714391130827e-05
0344 4.1259765625 0.000823606326805415793 0 0 0 4.63384357743022048e-05
0345 4.1748046875 0.000813320798893948254 0 0 0 4.4542331424030284e-05
0346 4.2236328125 0.00080291055894845208 0 0 0 4.2771399752759853e-05
0347 4.2724609375 0.000792370158093651266 0 0 0 4.10279313237447123e-05
0348 4.3212890625 0.000781688635294383832 0 0 0 3.93112710821965429e-05
0349 4.3701171875 0.000770853167113320741 0 0 0 3.76206502165272766e-05
0350 4.4189453125 0.000759848665319254909 0 0 0 3.59551667510597076e-05
0351 4.4677734375 0.000748657223022614494 0 0 0 3.43137554519285542e-05
0352 4.5166015625 0.00073727976702984456 0 0 0 3.27079629361334359e-05
0353 4.5654296875 0.00072573497264426007 0 0 0 3.11333714042413612e-05
0354 4.6142578125 0.000714004054461291125 0 0 0 2.95871193347045189e-05
0355 4.6630859375 0.000702063618616298761 0 0 0 2.80678441131435198e-05
0356 4.7119140625 0.000689885265519756788 0 0 0 2.65739529660930287e-05
0357 4.7607421875 0.00067743824561967785 0 0 0 2.51125353846966822e-05
0358 4.8095703125 0.000664750629289811751 0 0 0 2.3699079397110063e-05
0359 4.8583984375 0.000651810232999252225 0 0 0 2.23139790118512913e-05
0360 4.9072265625 0.000638575355976530971 0 0 0 2.09551417605967629e-05
0361 4.9560546875 0.000624993090026184327 0 0 0 1.96200448178168824e-05
0362 5.0048828125 0.000611035733244168731 0 0 0 1.83395749448404332e-05
0363 5.0537109375 0.000596739771579421117 0 0 0 1.70982372095027876e-05
0364 5.1025390625 0.00058204104071249397 0 0 0 1.58820445987162857e-05
0365 5.1513671875 0.000566847034350918908 0 0 0 1.46873150360462936e-05
0366 5.2001953125 0.000551150011896220154 0 0 0 1.35663324113993489e-05
0367 5.2490234375 0.000534956075235977339 0 0 0 1.24717539211848046e-05
0368 5.2978515625 0.000518126705648659777 0 0 0 1.13981161941381192e-05
0369 5.3466796875 0.000500620432814717457 0 0 0 1.03950160230959254e-05
0370 5.3955078125 0.00048244961720723961 0 0 0 9.42124139732540786e-06
0371 5.4443359375 0.00046342237547512523 0 0 0 8.48707693127834253e-06
0372 5.4931640625 0.000443617756947026264 0 0 0 7.60782830694833577e-06
0373 5.5419921875 0.000422860695136176973 0 0 0 6.76461158756890989e-06
0374 5.5908203125 0.000401247531100333338 0 0 0 5.97926516792655074e-06
0375 5.6396484375 0.000378682547436782406 0 0 0 5.2391420644776771e-06
0376 5.6884765625 0.000355329093431600712 0 0 0 4.54857796621600173e-06
0377 5.7373046875 0.000331314529164790958 0 0 0 3.91065051186159539e-06
0378 5.7861328125 0.000306820124499840308 0 0 0 3.32107774753978839e-06
0379 5.8349609375 0.000282109099698183905 0 0 0 2.78329101080956772e-06
0380 5.8837890625 0.000257414389035430958 0 0 0 2.29638066117015896e-06
0381 5.9326171875 0.000232922269586063912 0 0 0 1.85838500237311577e-06
0382 5.9814453125 0.000208871246249499375 0 0 0 1.4699361092109452e-06
0383 6.0302734375 0.000185411498958740201 0 0 0 1.12636952566956326e-06
0384 6.0791015625 0.000162198036088536816 0 0 0 8.25835100438727228e-07
0385 6.1279296875 0.000138301905886292889 0 0 0 5.69021734723042292e-07
0386 6.1767578125 0.00011108822983898746 0 0 0 3.624472837135673e-07
0387 6.2255859375 8.56037608566609327e-05 0 0 0 1.99067998322329771e-07
0388 6.2744140625 5.57131776696176724e-05 0 0 0 8.26793239258333644e-08
0389 6.3232421875 2.05557547581331207e-05 0 0 0 2.20395574077632376e-08
0390 6.3720703125 4.69155860784501657e-06 0 0 0 4.80983483938875259e-09
0391 6.4208984375 7.5505840336410724e-07 0 0 0 1.44120721400441279e-09
0392 6.4697265625 3.66153018855523257e-07 0 0 0 6.46855317268059956e-10
0393 6.5185546875 1.73838793142540044e-07 0 0 0 2.61227082083128079e-10
0394 6.5673828125 7.19810433822882947e-08 0 0 0 8.92733353462724337e-11
0395 6.6162109375 2.39045936026647764e-08 0 0 0 2.23896997676342233e-11
0396 6.6650390625 5.67561442569403077e-09 0 0 0 3.39186289082387757e-12
0397 6.7138671875 4.51479332275718818e-10 0 0 0 1.27475118154485634e-13
0398 6.7626953125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0399 6.8115234375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0400 6.8603515625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0401 6.9091796875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0402 6.9580078125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0403 7.0068359375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0404 7.0556640625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0405 7.1044921875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0406 7.1533203125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0407 7.2021484375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0408 7.2509765625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0409 7.2998046875 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0410 7.3486328125 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0411 7.3974609375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0412 7.4462890625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0413 7.4951171875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0414 7.5439453125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0415 7.5927734375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0416 7.6416015625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0417 7.6904296875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0418 7.7392578125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0419 7.7880859375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0420 7.8369140625 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0421 7.8857421875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0422 7.9345703125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0423 7.9833984375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0424 8.0322265625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0425 8.0810546875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0426 8.1298828125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0427 8.1787109375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0428 8.2275390625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0429 8.2763671875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0430 8.3251953125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0431 8.3740234375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0432 8.4228515625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0433 8.4716796875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0434 8.5205078125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0435 8.5693359375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0436 8.6181640625 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0437 8.6669921875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0438 8.7158203125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0439 8.7646484375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0440 8.8134765625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0441 8.8623046875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0442 8.9111328125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0443 8.9599609375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0444 9.0087890625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0445 9.0576171875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0446 9.1064453125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0447 9.1552734375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0448 9.2041015625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0449 9.2529296875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0450 9.3017578125 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0451 9.3505859375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0452 9.3994140625 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0453 9.4482421875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0454 9.4970703125 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0455 9.5458984375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0456 9.5947265625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0457 9.6435546875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0458 9.6923828125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0459 9.7412109375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0460 9.7900390625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0461 9.8388671875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0462 9.8876953125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0463 9.9365234375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0464 9.9853515625 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0465 10.0341796875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0466 10.0830078125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0467 10.1318359375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0468 10.1806640625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0469 10.2294921875 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0470 10.2783203125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0471 10.3271484375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0472 10.3759765625 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0473 10.4248046875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0474 10.4736328125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0475 10.5224609375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0476 10.5712890625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0477 10.6201171875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0478 10.6689453125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0479 10.7177734375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0480 10.7666015625 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0481 10.8154296875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0482 10.8642578125 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0483 10.9130859375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0484 10.9619140625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0485 11.0107421875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0486 11.0595703125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0487 11.1083984375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0488 11.1572265625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0489 11.2060546875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0490 11.2548828125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0491 11.3037109375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0492 11.3525390625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0493 11.4013671875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0494 11.4501953125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0495 11.4990234375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0496 11.5478515625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0497 11.5966796875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0498 11.6455078125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0499 11.6943359375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0500 11.7431640625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0501 11.7919921875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0502 11.8408203125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0503 11.8896484375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0504 11.9384765625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0505 11.9873046875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0506 12.0361328125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0507 12.0849609375 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0508 12.1337890625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0509 12.1826171875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0510 12.2314453125 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0511 12.2802734375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0512 12.3291015625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0513 12.3779296875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0514 12.4267578125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0515 12.4755859375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0516 12.5244140625 5.00572455553565823e-15 0 0 0 9.22099127695818949e-18
0517 12.5732421875 5.01141222431777446e-15 0 0 0 9.22908418664838342e-18
0518 12.6220703125 5.01706337512041617e-15 0 0 0 9.23714122205818026e-18
0519 12.6708984375 5.02267837767390566e-15 0 0 0 9.24516265203415139e-18
