# Athena++ data at time=0.000000e+00  cycle=0  variables=hydro.prim 
# i       x1v         hydro.prim.rho          hydro.prim.util_u_1          hydro.prim.util_u_2          hydro.prim.util_u_3          hydro.prim.p      
0040 -5.37109375 0.000491630231005832905 0 0 0 9.90533445265051356e-06
0041 -5.17578125 0.000559053730167012575 0 0 0 1.41229908600446043e-05
0042 -4.98046875 0.000618055031045492949 0 0 0 1.89706106593292348e-05
0043 -4.78515625 0.000671123777356690877 0 0 0 2.4402145530680244e-05
0044 -4.58984375 0.000719894138324616954 0 0 0 3.03567833413339801e-05
0045 -4.39453125 0.000765373090298678439 0 0 0 3.67848285582454229e-05
0046 -4.19921875 0.000808131327601858095 0 0 0 4.36533957507880265e-05
0047 -4.00390625 0.000848700025641080055 0 0 0 5.09194645046824037e-05
0048 -3.80859375 0.000887247557915147103 0 0 0 5.85431807638336687e-05
0049 -3.61328125 0.000924047062849706123 0 0 0 6.64590250691838387e-05
0050 -3.41796875 0.000959088595208732971 0 0 0 7.46204279010006301e-05
0051 -3.22265625 0.000992552356970487085 0 0 0 8.29988544107348786e-05
0052 -3.02734375 0.00102435449744958489 0 0 0 9.14461462768405937e-05
0053 -2.83203125 0.00105451145825657087 0 0 0 9.99753227087269325e-05
0054 -2.63671875 0.00108307037688339883 0 0 0 0.000108518017876932851
0055 -2.44140625 0.00110991922308862484 0 0 0 0.000116881903627044889
0056 -2.24609375 0.00113499187552238757 0 0 0 0.000125072238576147144
0057 -2.05078125 0.00115827600830840038 0 0 0 0.000133014398351940204
0058 -1.85546875 0.00117973550262096948 0 0 0 0.000140626794160950629
0059 -1.66015625 0.00119928948596259555 0 0 0 0.000147739444598269688
0060 -1.46484375 0.00121683269495083792 0 0 0 0.000154303122077435593
0061 -1.26953125 0.00123232297632181083 0 0 0 0.000160257453243283475
0062 -1.07421875 0.00124571484000453119 0 0 0 0.000165526663677517715
0063 -0.87890625 0.00125696175648360884 0 0 0 0.000170039890749552056
0064 -0.68359375 0.00126601969317767819 0 0 0 0.000173733620498927981
0065 -0.48828125 0.00127284998964217609 0 0 0 0.000176553948040287931
0066 -0.29296875 0.00127742164196628974 0 0 0 0.000178458552458333656
0067 -0.09765625 0.0012797130204474233 0 0 0 0.00017941828547546649
0068 0.09765625 0.0012797130204474233 0 0 0 0.00017941828547546649
0069 0.29296875 0.00127742164196628974 0 0 0 0.000178458552458333656
0070 0.48828125 0.00127284998964217609 0 0 0 0.000176553948040287931
0071 0.68359375 0.00126601969317767819 0 0 0 0.000173733620498927981
0072 0.87890625 0.00125696175648360884 0 0 0 0.000170039890749552056
0073 1.07421875 0.00124571484000453119 0 0 0 0.000165526663677517715
0074 1.26953125 0.00123232297632181083 0 0 0 0.000160257453243283475
0075 1.46484375 0.00121683269495083792 0 0 0 0.000154303122077435593
0076 1.66015625 0.00119928948596259555 0 0 0 0.000147739444598269688
0077 1.85546875 0.00117973550262096948 0 0 0 0.000140626794160950629
0078 2.05078125 0.00115827600830840038 0 0 0 0.000133014398351940204
0079 2.24609375 0.00113499187552238757 0 0 0 0.000125072238576147144
0080 2.44140625 0.00110991922308862484 0 0 0 0.000116881903627044889
0081 2.63671875 0.00108307037688339883 0 0 0 0.000108518017876932851
0082 2.83203125 0.00105451145825657087 0 0 0 9.99753227087269325e-05
0083 3.02734375 0.00102435449744958489 0 0 0 9.14461462768405937e-05
0084 3.22265625 0.000992552356970487085 0 0 0 8.29988544107348786e-05
0085 3.41796875 0.000959088595208732971 0 0 0 7.46204279010006301e-05
0086 3.61328125 0.000924047062849706123 0 0 0 6.64590250691838387e-05
0087 3.80859375 0.000887247557915147103 0 0 0 5.85431807638336687e-05
0088 4.00390625 0.000848700025641080055 0 0 0 5.09194645046824037e-05
0089 4.19921875 0.000808131327601858095 0 0 0 4.36533957507880265e-05
0090 4.39453125 0.000765373090298678439 0 0 0 3.67848285582454229e-05
0091 4.58984375 0.000719894138324616954 0 0 0 3.03567833413339801e-05
0092 4.78515625 0.000671123777356690877 0 0 0 2.4402145530680244e-05
0093 4.98046875 0.000618055031045492949 0 0 0 1.89706106593292348e-05
0094 5.17578125 0.000559053730167012575 0 0 0 1.41229908600446043e-05
0095 5.37109375 0.000491630231005832905 0 0 0 9.90533445265051356e-06
0096 5.56640625 0.000412163514780110362 0 0 0 6.36895100807882708e-06
0097 5.76171875 0.000319096466685092638 0 0 0 3.6089192732980313e-06
0098 5.95703125 0.000220819091554076414 0 0 0 1.65783174431367683e-06
0099 6.15234375 0.000125145850665956115 0 0 0 4.58120443117840753e-07
0100 6.34765625 1.00745634241785287e-05 0 0 0 1.03756962321928112e-08
0101 6.54296875 1.11955389990307558e-07 0 0 0 1.56387839576729363e-10
0102 6.73828125 2.9823044925541654e-11 0 0 0 3.37497039775169398e-15
0103 6.93359375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0104 7.12890625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0105 7.32421875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0106 7.51953125 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0107 7.71484375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0108 7.91015625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0109 8.10546875 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0110 8.30078125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0111 8.49609375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0112 8.69140625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0113 8.88671875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0114 9.08203125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0115 9.27734375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0116 9.47265625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0117 9.66796875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0118 9.86328125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0119 10.05859375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0120 10.25390625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0121 10.44921875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0122 10.64453125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0123 10.83984375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0124 11.03515625 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0125 11.23046875 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0126 11.42578125 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0127 11.62109375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0128 11.81640625 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0129 12.01171875 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0130 12.20703125 5.00000000000000078e-15 0 0 0 9.21286222993236007e-18
0131 12.40234375 4.99999999999999999e-15 0 0 0 9.21286222993236007e-18
0132 12.59765625 5.02294036495729527e-15 0 0 0 9.24553730810143429e-18
0133 12.79296875 5.04530218488711614e-15 0 0 0 9.2776443075492606e-18
0134 12.98828125 5.06711161516867593e-15 0 0 0 9.30920471937315648e-18
0135 13.18359375 5.08839505527196346e-15 0 0 0 9.34024161940008491e-18
